Number of hit	Text ID	Context before	Query item	Context after
1353	9971855	of the human epididymis epithelium . We will use a	novel	epididymis organoid model for functional studies together with single cell
1354	9971855	sequencing ( scRNA -seq ) . These experiments will provide	novel	and important insights into the role of androgens in the
1355	9971855	bind AR . These data may facilitate the identification of	novel	targets for male contraceptives and also have a profound impact
1356	9971856	? s dream ? so far . We developed a	novel	adjuvant by encapsulation of cGAMP , an agonist of the
1357	9971705	Our preclinical studies will lead to the development of a	novel	tailored regimen for therapy - resistant and by far incurable
1358	9972663	and co-regulators that control human adipogenesis and adipocyte function .	Novel	adipogenic roles for protein candidates identified in Aims 1 will
1359	9979467	to map the locations and quantify the relative abundance of	novel	mRNA modifications on a transcriptome - wide scale with single
1360	9971874	. Guided by strong preliminary data , we have generated	novel	mouse models that will enable us to test these hypotheses
1361	9971874	advance understanding of Treg-mediated tolerance and will help to develop	novel	therapeutic strategies to treat various immunological disorders . Abstract The
1362	9971780	data and linked clinical and demographic metadata to determine using	novel	multivariate genome wide association ( GWAS ) techniques the bacterial
1363	9972640	aims : In Aim 1 , we will develop a	novel	genomics technology to measure nascent RNA production at the level
1364	9972640	the project initiated from the last funding cycle to characterize	novel	regulators for alternative polyadneylation ( APA ) . From the
1365	9971993	this project , we will systematically develop and improve this	novel	? predictive ? sampling strategy in the context of protein
1366	9971996	chain modeling . In addition , we will also develop	novel	modeling methods for medium - resolution EM maps , which
1367	9972573	sample of non - Caucasians with the potential for significant	novel	discovery . ABSTRACT The goal of the project is to
1368	9972577	proposed project has the potential to : 1 ) reveal	novel	physiological pathways affected by circadian timing and sleep ; 2
1369	9971706	- 1 : PD - L1 pathway and support the	novel	hypothesis that switch of myeloid cell fate commitment might be
1370	9971709	activation of suppressive tumor stroma , we have created a	novel	STING ( stimulator of interferon genes ) agonist . STING
1371	9971715	syndromes . In this application , we will test the	novel	hypothesis that structural and functional changes in hippocampal newborn dentate
1372	9971715	. The central goal of this proposal is to use	novel	, genetic methods for mapping and understanding hippocampal neural circuits
1373	9969738	EZH2 overexpression in lupus CD4 + T cells to identify	novel	therapeutic targets . In addition , given our data suggesting
1374	9969799	MS diagnostic bacterial identification library , ? we produced a	novel	diagnostic platform in which microbial membrane glycolipids analyzed by mass
1375	9969805	in controlling mushroom spines on NAc MSNs , and these	novel	pathways will be further delineated in male and female mice
1376	9970027	has been impossible to perform mechanistic studies . Identifying a	novel	readout measure for neuropathic spontaneous pain would represent a fundamental
1377	9970027	study the underlying mechanisms and test the efficacy of potential	novel	analgesics . Abstract Chlamydia trachomatis is a major health concern
1378	9980073	) surgery and chemotherapy are sorely needed . As a	novel	therapy for OSA , our group is developing Magnetic Resonance
1379	9980073	cryoablation . Via intratumoral injection , we will deliver a	novel	Stimulator of Interferon Gene ( STING ) agonist following cryotherapy
1380	9980073	provides an ideal animal model with which to study this	novel	image - guided treatment of OSA using clinically relevant imaging
1381	9972823	cells and the extracellular matrix . We have identified a	novel	role for CD44 and its primary ligand hyaluronan ( HA
1382	9972823	new pathways underlying the development of T2DM and to introduce	novel	treatments that will improve glycemic control in T2DM . Adipocytes
1383	9972646	. To address this complication , our team invented a	novel	? B- crystallin peptide nanoparticle ( ?BC - ELP )
1384	9972648	and ARDS , maintaining the endothelial barrier integrity represents a	novel	, effective therapeutic approach for the prevention and treatment of
1385	9972648	for the severity and mortality of ARDS , and provide	novel	therapeutic approaches for effective treatment of ARDS and promotion of
1386	9972158	2 ) . We will also establish and use a	novel	nonhuman primate model of SA BSI and evaluate the impact
1387	9972579	. In this proposal , we will extend our recent	novel	findings related to the genetic and cellular biology of MC4R
1388	9972266	( ON ) in health & visual disease , understand	novel	EOM actions , & characterize mechanical effects that may contribute
1389	9972266	epidemic & major cause of blindness . We propose a	novel	& critical nexus linking the EOMs , ON , &
1390	9971633	structure and function after injury . These studies may identify	novel	therapeutic targets to accelerate epithelial regeneration during the pathogenesis of
1391	9979114	a foundation for further studies and inform future development of	novel	preventions . Learning involves the reorganization of the complex connectivity
1392	9969810	and soluble partners ( ?connectome ? ) , and a	novel	LAD - associated proteome . We hypothesize that lamin C
1393	9970125	in the germ cell experimental model , we have developed	novel	strategies to investigate how translation is regulated in mouse oocytes
1394	9970125	levels during oocyte growth and quiescence . We will use	novel	strategies to identify functional elements in the 3 ' UTR
1395	9970127	funding from R01 ES019311 , we have begun to unravel	novel	mechanisms of non - IgE mast cell activation that contribute
1396	9970127	other cells and physiological systems . Our research has uncovered	novel	non - IgE mediated mechanisms of mast cell activation driven
1397	9970127	diversity panel as well as transcriptomics studies we have uncovered	novel	genetic regulation of non - IgE mast cell activation driven
1398	9970127	responders in environmental insult , their activation by particulates and	novel	mechanisms of non - IgE activation that contributes to disease
1399	9969653	observed vertebral fractures within 6 months after treatment . This	novel	data will provide information on the effect of radiation and
1400	9979058	. Abstract This R21 proposal focuses on the development of	novel	therapeutics against enteric bacterial pathogens , specifically the Shigella species
